0.85789,0.38421,0.52632,108.37,0.52632,0.95263
0.24211,0.28947,0.1,148.63,0.90526,0.19474
0.95263,0.66842,0.1,41.263,0.95263,0.90526
0.19474,0.85789,0.62105,188.89,0.71579,0.38421
1,0.52632,0.19474,94.947,1,0.38421
0.95263,0.1,0.14737,162.05,0.66842,0.52632
0.47895,0.90526,0.90526,121.79,0.38421,1
0.76316,0.19474,0.66842,27.842,0.66842,0.47895
0.85789,0.57368,0.90526,229.16,0.24211,0.14737
0.24211,0.95263,0.85789,162.05,0.76316,0.71579
0.81053,0.14737,0.24211,121.79,1,0.66842
0.19474,0.85789,0.66842,54.684,0.33684,0.90526
0.1,0.24211,0.81053,135.21,0.14737,0.28947
0.28947,0.19474,0.43158,175.47,0.85789,0.52632
0.76316,0.38421,0.85789,68.105,0.1,0.24211
0.76316,0.95263,0.38421,256,0.71579,1
0.57368,0.66842,0.33684,108.37,0.14737,0.38421
0.62105,0.52632,0.14737,41.263,0.52632,0.90526
0.28947,1,0.38421,27.842,0.90526,0.38421
0.38421,0.28947,1,229.16,0.19474,0.24211
0.28947,0.14737,0.71579,121.79,0.38421,0.66842
0.81053,0.62105,1,215.74,0.76316,0.19474
0.90526,0.71579,0.33684,54.684,0.57368,0.62105
0.66842,0.90526,0.85789,242.58,0.1,0.14737
0.76316,1,0.85789,121.79,0.85789,0.1
0.28947,0.47895,0.76316,242.58,0.57368,0.90526
0.90526,0.57368,0.19474,202.32,0.28947,0.19474
0.19474,0.81053,0.52632,188.89,1,0.19474
0.38421,0.1,0.90526,1,0.66842,0.52632
0.76316,0.95263,0.81053,81.526,0.62105,0.81053
1,0.85789,0.90526,27.842,0.47895,0.43158
0.62105,0.52632,0.95263,68.105,0.57368,0.85789
0.90526,0.62105,0.47895,175.47,0.95263,1
0.52632,0.76316,0.28947,202.32,0.43158,0.24211
0.95263,0.1,0.47895,94.947,0.95263,0.95263
0.33684,0.66842,0.38421,202.32,0.81053,0.81053
0.71579,0.43158,0.62105,54.684,0.19474,0.28947
0.14737,0.81053,1,108.37,0.19474,0.14737
0.62105,0.95263,0.57368,1,0.85789,0.85789
0.57368,0.57368,0.81053,54.684,0.95263,0.66842
0.47895,0.47895,0.52632,14.421,0.52632,0.62105
0.71579,0.90526,0.28947,135.21,0.85789,0.81053
0.66842,0.24211,0.43158,148.63,1,0.28947
0.19474,0.38421,0.28947,81.526,0.28947,0.62105
0.81053,0.71579,0.24211,135.21,0.57368,0.14737
0.95263,0.71579,0.33684,148.63,0.62105,0.81053
0.38421,0.62105,0.24211,175.47,0.43158,0.57368
0.62105,0.43158,0.66842,54.684,0.71579,0.95263
0.66842,0.28947,0.47895,162.05,0.71579,0.14737
0.52632,0.28947,0.19474,256,0.24211,0.47895
1,0.66842,0.81053,188.89,0.95263,0.24211
0.52632,0.47895,0.14737,229.16,0.62105,0.1
0.85789,0.19474,0.57368,108.37,0.33684,0.71579
0.66842,0.38421,0.1,68.105,1,0.52632
0.47895,0.43158,0.47895,256,0.38421,1
0.33684,0.76316,0.76316,14.421,0.19474,0.28947
0.52632,0.28947,1,1,0.47895,0.62105
0.14737,0.62105,0.43158,27.842,0.43158,0.71579
0.1,0.76316,0.24211,108.37,0.24211,0.76316
0.47895,0.24211,0.28947,1,0.81053,0.62105
0.43158,0.57368,0.14737,215.74,0.33684,1
0.57368,0.76316,0.47895,94.947,0.52632,0.85789
0.66842,1,0.95263,188.89,0.14737,0.81053
0.33684,1,0.1,14.421,0.43158,0.66842
0.52632,0.66842,0.38421,256,0.28947,0.28947
0.90526,0.33684,0.57368,202.32,0.81053,0.76316
0.43158,0.81053,0.62105,94.947,0.28947,0.57368
0.1,0.76316,0.76316,81.526,0.47895,0.66842
0.33684,0.43158,1,215.74,0.66842,0.85789
0.24211,0.81053,0.66842,94.947,0.81053,0.43158
0.90526,0.1,0.57368,242.58,0.33684,0.33684
0.14737,0.24211,0.57368,148.63,0.85789,0.47895
0.57368,0.19474,0.71579,215.74,0.62105,0.57368
0.24211,0.62105,0.71579,256,0.76316,0.38421
0.28947,0.47895,0.66842,27.842,0.52632,0.52632
0.62105,0.90526,0.71579,81.526,0.14737,0.1
0.95263,0.14737,0.14737,121.79,0.28947,0.33684
0.1,0.19474,0.52632,215.74,0.33684,0.33684
0.14737,0.43158,0.33684,14.421,0.1,0.57368
0.38421,0.33684,0.62105,81.526,0.90526,0.43158
0.85789,0.71579,0.38421,162.05,0.14737,0.95263
0.71579,0.52632,0.52632,41.263,0.38421,0.43158
0.81053,0.1,0.28947,188.89,0.90526,0.90526
0.57368,0.95263,0.19474,202.32,0.66842,0.1
0.38421,0.24211,0.24211,175.47,0.24211,0.95263
0.71579,0.33684,0.81053,68.105,0.81053,0.71579
0.33684,0.47895,0.95263,1,0.43158,0.76316
0.47895,0.14737,0.19474,68.105,0.90526,0.85789
0.19474,0.85789,0.33684,135.21,0.19474,0.47895
0.43158,0.71579,0.43158,14.421,0.57368,0.33684
0.43158,0.14737,0.76316,135.21,0.47895,0.76316
1,0.85789,0.1,41.263,0.62105,0.43158
0.14737,0.52632,0.90526,229.16,0.38421,0.47895
1,0.33684,0.85789,175.47,0.1,0.24211
0.43158,0.38421,0.76316,242.58,0.47895,0.1
0.81053,0.90526,0.95263,162.05,0.1,0.19474
0.85789,0.57368,0.62105,148.63,0.24211,0.76316
0.1,0.33684,0.95263,242.58,0.76316,0.57368
0.71579,1,0.43158,41.263,0.71579,0.71579
0.24211,0.81053,0.71579,229.16,0.76316,0.33684
