0.44545,0.39091,7.7879
0.37273,0.93636,2.697
0.8,0.14545,8.8384
0.88182,0.5,3.5051
0.82727,0.86364,4.2323
0.74545,0.40909,3.7475
0.41818,0.40909,5.7677
0.25455,0.6,6.0101
0.11818,0.45455,7.3838
0.84545,0.31818,7.5455
0.10909,0.99091,5.6061
0.61818,0.81818,2.9394
0.68182,0.86364,6.7374
0.52727,0.95455,2.697
0.82727,0.60909,4.0707
0.35455,0.68182,7.3838
0.10909,0.77273,4.8788
0.40909,0.22727,3.5859
0.43636,0.27273,2.9394
0.54545,0.30909,1.1616
0.5,0.8,7.0606
0.2,0.39091,3.4242
0.25455,0.31818,4.9596
0.75455,0.88182,7.4646
0.40909,0.16364,9
0.53636,0.55455,7.7071
0.30909,0.2,5.9293
0.73636,0.69091,4.6364
0.95455,0.31818,4.9596
0.57273,0.33636,4.7172
0.51818,0.36364,7.303
0.58182,0.76364,5.202
0.42727,0.30909,5.202
0.95455,1,2.3737
0.10909,0.62727,6.7374
0.90909,0.6,7.6263
0.75455,0.28182,6.1717
0.27273,0.99091,4.0707
0.38182,0.25455,2.5354
0.27273,0.83636,5.6061
0.14545,0.72727,6.2525
0.63636,0.12727,2.9394
0.77273,0.4,3.6667
0.51818,0.47273,2.2121
0.22727,0.60909,4.2323
0.67273,0.80909,9
0.51818,0.93636,3.8283
0.57273,0.26364,1.0808
0.63636,0.7,3.5051
0.87273,0.32727,3.6667
0.52727,0.2,2.8586
0.92727,0.14545,1.6465
0.93636,0.11818,4.2323
0.49091,0.60909,1.3232
0.94545,0.9,7.4646
0.18182,0.97273,7.1414
0.46364,0.71818,3.5859
0.52727,0.86364,8.2727
0.24545,0.99091,4.5556
0.33636,0.60909,6.3333
0.24545,0.24545,2.6162
0.97273,0.29091,2.1313
0.12727,0.13636,6.4949
0.24545,0.60909,2.2929
0.99091,0.92727,3.9899
0.47273,0.61818,1.2424
0.64545,0.93636,8.4343
0.6,0.50909,3.0202
0.38182,0.97273,6.1717
0.37273,0.5,1.2424
0.31818,0.16364,2.7778
0.60909,0.20909,1.9697
0.9,0.89091,8.2727
0.19091,0.62727,3.7475
0.46364,0.8,6.9798
0.88182,0.70909,5.7677
0.82727,0.84545,1.3232
0.17273,0.48182,5.0404
0.55455,0.60909,3.101
0.98182,0.10909,5.3636
0.63636,0.51818,6.899
0.56364,0.91818,5.5253
0.70909,0.5,2.0505
0.12727,0.59091,5.3636
0.46364,0.24545,2.5354
0.11818,0.72727,6.3333
0.63636,0.95455,5.4444
0.95455,0.78182,5.8485
0.43636,0.37273,3.101
0.15455,0.29091,4.4747
0.95455,0.98182,5.1212
0.27273,0.56364,7.3838
0.15455,0.27273,7.5455
0.45455,0.21818,4.8788
0.65455,0.56364,6.6566
0.73636,0.76364,7.303
0.2,0.15455,3.2626
0.59091,0.39091,8.9192
0.59091,0.23636,6.899
0.3,0.39091,8.596
0.57273,0.93636,5.6869
0.33636,0.74545,5.202
0.74545,0.60909,6.5758
0.25455,0.42727,8.8384
0.38182,0.70909,3.2626
0.80909,0.97273,8.596
0.18182,0.24545,8.1111
0.21818,0.70909,1
0.25455,0.38182,6.7374
0.94545,0.19091,4.6364
0.92727,0.60909,6.899
0.59091,0.65455,7.8687
0.18182,0.96364,7.3838
0.92727,0.67273,2.1313
0.33636,0.38182,6.0909
0.93636,0.16364,4.798
0.91818,0.73636,2.9394
0.60909,0.35455,4.2323
0.12727,0.22727,1.6465
0.7,0.12727,7.9495
0.56364,0.20909,5.2828
0.65455,0.94545,6.6566
0.74545,0.67273,5.3636
0.93636,0.76364,1.1616
0.30909,0.7,3.9091
0.28182,0.84545,6.0909
0.61818,0.51818,5.8485
0.80909,0.6,5.3636
0.61818,0.1,2.4545
0.89091,0.35455,7.9495
0.72727,0.63636,5.9293
0.4,0.55455,5.5253
0.46364,0.72727,8.9192
0.67273,0.78182,2.697
0.1,0.36364,4.3131
0.69091,0.92727,6.0101
0.50909,0.74545,4.7172
0.34545,0.89091,8.0303
0.23636,0.45455,3.6667
0.86364,0.38182,5.4444
0.64545,0.45455,1.404
0.52727,0.11818,9
0.97273,0.58182,5.9293
0.4,0.21818,3.5051
0.68182,0.35455,4.4747
0.9,0.98182,4.6364
0.15455,0.87273,2.5354
0.29091,0.7,7.5455
0.32727,0.63636,7.2222
0.5,0.46364,7.6263
0.23636,0.27273,1.9697
0.87273,0.84545,6.0101
0.56364,0.58182,1.0808
0.20909,0.23636,4.5556
0.48182,0.43636,6.3333
0.43636,0.67273,1.404
0.55455,0.19091,3.8283
0.23636,0.92727,8.0303
0.17273,0.37273,6.8182
0.9,0.93636,2.5354
0.49091,0.70909,1
0.66364,0.72727,7.8687
0.3,0.39091,2.1313
0.87273,0.43636,3.0202
0.53636,0.94545,4.798
0.46364,0.97273,5.9293
0.34545,0.77273,3.4242
0.72727,0.17273,4.9596
0.17273,0.55455,7.8687
0.11818,0.18182,2.1313
0.42727,0.22727,1.6465
0.51818,0.41818,1.3232
0.65455,0.69091,8.7576
0.46364,0.79091,8.8384
0.64545,0.52727,5.7677
0.44545,0.31818,6.4949
0.84545,0.45455,3.0202
0.82727,0.41818,3.1818
0.46364,0.33636,6.7374
0.26364,0.43636,5.202
0.39091,0.4,6.7374
0.24545,0.92727,3.1818
0.40909,0.20909,3.9899
0.22727,0.91818,3.101
0.35455,0.59091,2.8586
0.98182,0.81818,1.9697
0.55455,0.30909,2.3737
0.32727,0.18182,4.3939
0.36364,0.2,5.8485
1,0.52727,3.0202
0.45455,0.42727,5.2828
0.35455,0.30909,2.4545
0.72727,0.50909,3.9091
0.81818,0.4,8.6768
0.48182,0.80909,4.2323
0.46364,0.50909,2.5354
0.47273,0.13636,7.7879
0.89091,0.99091,3.9091
0.84545,0.12727,2.8586
0.65455,0.4,7.2222
0.47273,0.58182,2.2929
0.71818,0.85455,3.2626
0.78182,0.9,8.5152
0.65455,0.69091,1.404
0.26364,0.75455,5.5253
0.37273,0.15455,3.2626
0.80909,0.78182,1.8889
0.69091,0.49091,2.5354
0.54545,0.42727,3.9899
0.18182,0.69091,3.5051
0.20909,0.51818,7.7879
0.41818,0.12727,3.8283
0.7,0.74545,6.8182
0.90909,0.5,8.9192
0.90909,0.93636,7.5455
0.34545,0.81818,4.1515
0.70909,0.4,1.9697
0.44545,0.88182,3.3434
0.33636,0.2,5.202
0.81818,0.58182,3.1818
0.37273,0.34545,4.9596
0.60909,0.28182,4.8788
0.35455,0.78182,3.9091
0.22727,0.49091,4.7172
0.51818,0.73636,3.3434
0.77273,0.20909,1
0.53636,0.22727,3.0202
0.67273,0.37273,3.8283
0.57273,0.38182,1.8081
0.79091,0.56364,6.9798
0.59091,0.73636,5.2828
0.33636,0.55455,4.1515
0.36364,0.44545,1
0.54545,0.34545,8.0303
0.66364,0.80909,7.8687
0.80909,0.37273,2.0505
0.31818,0.23636,1.8889
0.65455,0.25455,4.7172
0.86364,0.11818,5.6061
0.77273,0.82727,1.3232
0.66364,0.21818,2.5354
0.7,0.27273,4.9596
0.3,0.86364,5.8485
1,0.30909,5.3636
0.58182,0.27273,8.5152
0.62727,0.66364,1.7273
0.72727,0.70909,6.0909
0.78182,0.30909,7.6263
0.74545,0.17273,1.5657
0.97273,0.76364,6.7374
0.42727,0.8,2.6162
0.36364,0.77273,8.596
0.38182,0.47273,7.8687
0.12727,0.80909,4.9596
0.96364,0.53636,7.4646
0.53636,0.65455,6.8182
0.81818,0.24545,7.9495
0.19091,0.57273,8.3535
0.81818,0.13636,4.3131
0.99091,0.89091,6.899
0.8,1,5.1212
0.34545,0.8,8.5152
0.72727,0.36364,5.202
0.94545,0.63636,7.5455
0.45455,0.87273,6.1717
0.94545,0.46364,1.8081
0.24545,0.30909,3.3434
0.82727,0.60909,3.7475
0.55455,0.12727,6.2525
0.16364,0.54545,1.404
0.29091,0.34545,3.6667
0.37273,0.89091,8.1919
0.72727,0.26364,2.1313
0.22727,0.65455,6.7374
0.53636,0.86364,5.2828
0.66364,0.1,7.9495
0.7,0.92727,2.1313
0.5,0.91818,7.303
0.54545,0.50909,5.1212
0.83636,0.20909,4.1515
0.38182,0.91818,3.1818
0.39091,0.69091,7.7071
0.14545,0.27273,1.1616
0.4,0.37273,8.3535
0.62727,0.4,3.8283
0.19091,0.46364,3.9899
0.23636,0.76364,8.4343
0.18182,0.65455,8.0303
0.8,0.83636,1.7273
0.28182,0.81818,3.6667
0.8,0.32727,2.5354
0.28182,0.44545,4.1515
0.62727,0.87273,5.6061
0.6,0.77273,7.7879
0.77273,0.41818,7.7071
